id,name,teacherName,schoolName,enrollCount,startTime,endTime,currentTermId,type,channelId
1003039003,计算机网络系统,傅翀,电子科技大学,69,1772413200000,1782831600000,1476578462,306,3002
494001,C++程序设计,魏英,西北工业大学,598,1772413200000,1780844400000,1476575457,306,3002
1205813837,网站设计与开发,杨选辉,南昌大学,137,1772416800000,1782660600000,1476592446,306,3002
1002249011,计算机组成原理,姜琳颖,东北大学,77,1772409600000,1783265400000,1476576448,306,3002
1001766004,生物大数据,何华勤,福建农林大学,117,1771812000000,1782142200000,1476385441,306,3002
1001511011,数据库技术及应用,李雁翎,东北师范大学,17,1773018000000,1783351800000,1476745578,306,3002
1207124814,大数据技术及应用,李雁翎,东北师范大学,11,1773018000000,1783351800000,1476746572,306,3002
1002080018,微机原理与接口技术,戴胜华,北京交通大学,16,1773021600000,1783697400000,1476728552,306,3002
1001850005,计算机组织与结构,赖晓晨,大连理工大学,20,1773014400000,1783265400000,1476742471,306,3002
1205776807,App Inventor-零基础Android移动应用开发,吴明晖,浙大城市学院,74,1772409600000,1783351800000,1476674453,306,3002
1003535158,数字图像处理,郭志强,武汉理工大学,139,1772503200000,1780673400000,1476583459,306,3002
1460600161,大数据导论（通识课版）,林子雨,厦门大学,170,1772409600000,1780241400000,1476477454,306,3002
1205696807,Python编程基础,王恺,南开大学,1727,1772928000000,1782660600000,1476740515,306,3002
359002,计算机原理,唐玉华,国防科技大学,54,1773100800000,1786203000000,1476740476,306,3002
1205702808,数据库与商业智能,石嘉明,北京语言大学,25,1772409600000,1782660600000,1476476461,306,3002
1003118004,Python 语言程序设计,王小银,西安邮电大学,154,1772409600000,1782919800000,1476733450,306,3002
236004,C程序设计,姜学锋,西北工业大学,525,1772409600000,1780846200000,1476499460,306,3002
1001796013,计算机组成原理,王辉,河南科技大学,8,1773014400000,1783697400000,1476675473,306,3002
1205704804,C/C++程序设计,高枚,同济大学,176,1772409600000,1783351800000,1476584451,306,114001
1001755037,计算机网络基础及应用,丁晟春,南京理工大学,125,1772332200000,1781969400000,1476739450,306,3002
1002123005,高级语言程序设计,高克宁,东北大学,701,1772323200000,1784993400000,1476653451,306,3002
62001,高级语言程序设计,张长海,吉林大学,63,1772323200000,1781537400000,1476506441,306,3002
1001948002,C语言程序设计,朱鸣华,大连理工大学,460,1772323200000,1782833400000,1476426444,306,3002
1001639008,网络技术与应用,杨庚,南京邮电大学,1744,1772323200000,1781451000000,1476411443,306,3002
1002475002,科学计算与MATLAB语言,刘卫国,中南大学,393,1772409600000,1782660600000,1476667458,306,114001
1001516002,数据库系统（上）：模型与语言,战德臣,哈尔滨工业大学,1523,1772413200000,1782831600000,1476447443,306,3002
1002525004,离散数学概论,陈斌,北京大学,292,1772672400000,1782399600000,1476748466,306,3002
1206674825,模式识别与机器学习,于元隆,福州大学,93,1771977600000,1784993400000,1476681450,306,3002
1001936007,VB.NET程序设计,张晓芳,华中科技大学,4041,1676858400000,1687707000000,1470036447,306,3002
1205806833,深度学习及其应用,赵卫东,复旦大学,2315,1772323200000,1784561400000,1476506471,306,3002
1003159001,计算机组成原理,秦磊华,华中科技大学,1110,1770681600000,1784388600000,1476587447,306,3002
1001941004,Java程序设计,唐大仕,北京大学,1600,1772409600000,1782833400000,1476491451,306,114001
1001578001,数据库系统（下）：管理与技术,战德臣,哈尔滨工业大学,433,1772413200000,1782831600000,1476473442,306,3002
1002576003,离散结构,袁景凌,武汉理工大学,745,1771804800000,1782660600000,1476479458,306,3002
1003564002,C++程序设计（面向对象进阶）,崔毅东,北京邮电大学,208,1771808400000,1782315000000,1476287448,306,3002
1206320802,深度学习基础,刘远超,哈尔滨工业大学,536,1772413200000,1782831600000,1476484443,306,3002
1003110002,C语言程序设计,王春梅,西安邮电大学,246,1771804800000,1783697400000,1476539441,306,3002
1207524802,会计学原理,郭雪萌,北京交通大学,131,1772762400000,1782660600000,1476722561,306,3004
1207548806,数据思维,胡广伟,南京大学,81,1772589600000,1785511800000,1476744541,306,3004
1003616003,人人应该知道的社会保障,刘钧,中央财经大学,34,1772676000000,1782833400000,1476737511,306,3004
1205699812,电子政务与数字治理,郑磊,复旦大学,20,1772503200000,1782833400000,1476753526,306,3004
1463240168,国土空间规划,吴宇哲,浙江大学,129,1772503200000,1784388600000,1476748491,306,3004
1464108175,档案学基础,王玉珏,武汉大学,116,1772416800000,1783265400000,1476736489,306,3004
1466039166,现代物流管理概论,周兴建,武汉纺织大学,82,1772416800000,1784475000000,1476742484,306,3004
1463153162,电子商务系统分析与设计,韩水华,厦门大学,51,1772416800000,1785511800000,1476743464,306,3004
1460725165,中级微观经济学,叶建亮,浙江大学,116,1772330400000,1783092600000,1476740472,306,3004
1470423185,金融风险管理——量化投资视角,陈创练,暨南大学,147,1771984800000,1784129400000,1476730466,306,3004
1207172805,中国对外贸易,张秋菊,上海对外经贸大学,36,1772416800000,1782833400000,1476754458,306,3004
1205927803,保险科技,许闲,复旦大学,49,1772071200000,1782401400000,1476744441,306,3004
1205718808,国际金融学,张礼卿,中央财经大学,58,1772416800000,1783870200000,1476738441,306,3004
1461783172,Principles of Microeconomics,李洋,上海外国语大学,10,1772539200000,1780241400000,1476668460,306,3004
1463179166,旅游接待业,罗伟,武汉轻工大学,16,1772589600000,1783870200000,1476645444,306,3004
1207171810,政治经济学,杨勇,江西财经大学,62,1772416800000,1782833400000,1476584443,306,3004
1460679168,公共财政管理,文峰,西南财经大学,12,1772330400000,1784129400000,1476567445,306,3004
1206308832,ERP原理与应用,李吉梅,北京语言大学,74,1772416800000,1783697400000,1476565444,306,3004
1458835163,创业管理,逄健,西南石油大学,283,1772676000000,1778859000000,1476482479,306,3004
1460673166,中国会计准则（全英文）,李宁,江西财经大学,29,1772330400000,1782919800000,1476496476,306,3004
1002246014,创新创业学,兰小毅,西安工业大学,503,1772416800000,1782833400000,1476504470,306,56001
1461186176,北京味道,姜慧,北京联合大学,9,1772762400000,1784388600000,1476504468,306,3004
1003437002,有用的统计学,刘扬,中央财经大学,39,1772503200000,1782833400000,1476487443,306,3004
1206424802,会计学,刘艳萍,大连理工大学,30,1772416800000,1783265400000,1476415449,306,3004
1207110801,社会保障概论,孙中艮,河海大学,145,1745366400000,1751297400000,1474594443,306,3004
1207395808,投资学原理与中国市场实践,张溪娜,上海财经大学,197,1772676000000,1783697400000,1476756511,306,3004
1460627161,电子政务,王周明,青岛大学,94,1772416800000,1782055800000,1476750475,306,3004
1207179807,公司战略与风险管理,贺远琼,华中科技大学,94,1772416800000,1783697400000,1476756463,306,3004
1002126003,救护与救援,魏勇生,福建农林大学,83,1772330400000,1780846200000,1476742455,306,3008
1207053804,会计简史,宋丽梦,中南财经政法大学,167,1772416800000,1784129400000,1476750462,306,3004
1450170232,国际税收,张伦伦,西南财经大学,30,1772416800000,1782660600000,1476753457,306,3004
1206675853,金融衍生品,王军,四川大学,24,1772676000000,1782833400000,1476734442,306,3004
1206521802,国际贸易学,毕玉江,上海立信会计金融学院,35,1772416800000,1781278200000,1476565449,306,3004
1002920014,文化遗产与自然遗产,李江敏,中国地质大学（武汉）,356,1772157600000,1780327800000,1476478447,306,3004
1450189229,数据可视化,周凡吟,西南财经大学,48,1772416800000,1782833400000,1476484442,306,3004
1002916012,酒店管理原理,魏卫,华南理工大学,38,1772676000000,1784388600000,1476740598,306,3004
1471592167,酒店管理实务,肖晓,成都理工大学,19,1772676000000,1784388600000,1476744571,306,3004
1207132805,运筹学,谢逢洁,西安邮电大学,44,1772676000000,1784561400000,1476746574,306,3004
1206648804,创业融资,沈俊,武汉理工大学,20,1772589600000,1782833400000,1476750556,306,3004
1472842171,中级财务会计学,张心灵,内蒙古农业大学,61,1772589600000,1785511800000,1476746558,306,3004
1461168183,社会创业:新的影响力,钟慧,西南财经大学,4,1772503200000,1782833400000,1476729552,306,3004
1206352801,保险学,陈迪红,湖南大学,25,1772416800000,1783092600000,1476754517,306,3004
1002031014,信息素养：效率提升与终身学习的新引擎,周建芳,四川师范大学,1249,1772416800000,1783265400000,1476737481,306,30001
1002339008,风险投资与创业融资,尹宇明,电子科技大学,54,1772416800000,1782833400000,1476722469,306,56001
1003461001,国际贸易实务,沈克华,上海对外经贸大学,698,1772416800000,1782833400000,1476731452,306,3004
1002327019,创新管理,郑刚,浙江大学,132,1772416800000,1782833400000,1476653449,306,56001
1001615004,大学英语（口语）CAP,彭天笑,国防科技大学,315115,1548036000000,1556551800000,1003965010,306,2002
,,,,,,,,301,30001
1450297345,英语话中华,陈伟,山东大学,54,1772416800000,1783092600000,1476650442,306,2002
1207535805,汉语精读,姚远,上海外国语大学,72,1772416800000,1780066800000,1476598446,306,3005
1205986812,Academic English Writing （学术英语写作）,张莱湘,北京理工大学,7,1772935200000,1783265400000,1476738525,306,2002
1456111166,直通法国—阅读与文化,段丽君,青岛大学,18,1772416800000,1783092600000,1476689441,306,30001
1206450819,大学法语与法国文化,左天梦,西南交通大学,59,1772416800000,1782833400000,1476674467,306,30001
1002922010,英语听力技能与实践,张志江,集美大学,597,1772416800000,1780846200000,1476527441,306,2002
1002337008,航海英语听力与会话,王海华,大连海事大学,218,1772416800000,1782833400000,1476469443,306,2002
1003017007,西班牙文学选读,蔡潇洁,首都师范大学,82,1772416800000,1781451000000,1476744450,306,30001
1003781004,英语科技文献阅读,赵毓琴,哈尔滨工业大学,56,1772416800000,1778427000000,1476582445,306,2002
